appid,name,banner,woke,description
636390,"Ticket to Earth","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/636390/header_292x136.jpg?t=1667191273",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is a lesbian. Her relationship with her girlfriend plays a major role in the story."
717640,"Reigns: Her Majesty","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/717640/header_292x136.jpg?t=1681755720",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance option."
657120,"Flix and Chill 2: Millennials","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/657120/header_292x136.jpg?t=1500397398",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
716340,"Blackberry Honey","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/716340/header_292x136.jpg?t=1725342603",-1,"Contains overtly pro-LGBTQ+ messaging. Features a story about lesbian characters and romance. The player character is a lesbian. Features female-female homoeroticism."
508740,"Wheels of Aurelia","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/508740/header_292x136.jpg?t=1725212515",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance option."
701420,"Ne no Kami - The Two Princess Knights of Kyoto Part 2","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/701420/header_292x136.jpg?t=1665170927",-1,"Contains overtly pro-LGBTQ+ messaging. Features lesbian characters and romance. The player character is a lesbian. Features female-female homoeroticism."
490890,"Ne no Kami: The Two Princess Knights of Kyoto","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/490890/header_292x136.jpg?t=1665170921",-1,"Contains overtly pro-LGBTQ+ messaging. Features lesbian characters and romance. The player character is a lesbian. Features female-female homoeroticism."
253390,"Hot Tin Roof: The Cat That Wore A Fedora","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/253390/header_292x136.jpg?t=1726262516",0,"Contains subtly pro-LGBTQ+ messaging. The player character is a lesbian. Option to flirt with a female npc at one point in the story."
1527950,"Wartales","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1527950/header_292x136_alt_assets_7.jpg?t=1725028528",-1,"Contains overtly pro-DEI and subtly pro-LGBTQ+ messaging. Features an improbably high number of females in various roles. Mercenaries have a 1:1 male to female ratio. Homosexual romance options."
1151640,"Horizon Zero Dawn™ Complete Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1151640/header_292x136.jpg?t=1725653292",0,"Contains subtly pro-LGBTQ+ messaging. Features multiple minor LGBTQ+ npcs who comment about their same-sex partners. One quest involves helping a gay npc who is in mourning for his deceased lover."
666140,"My Time at Portia","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/666140/header_292x136.jpg?t=1698908525",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance/marriage options."
617970,"Love Bites","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/617970/header_292x136.jpg?t=1712038584",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
704910,"Tenta Shooter","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/704910/header_292x136.jpg?t=1725096194",-1,"Contains overtly pro-LGBTQ+ messaging. Features female-female homoeroticism."
400910,"Rabi-Ribi","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/400910/header_292x136.jpg?t=1710325008",0,"Contains subtly pro-LGBTQ+ messaging. One female npc engages in sexually suggestive dialogue with the female player character. The ending involves lesbian romance."
502600,"The Multidimensional Underwear Drawer","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/502600/header_292x136.jpg?t=1596062500",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance option."
459090,"Masquerada: Songs and Shadows","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/459090/header_292x136.jpg?t=1681733363",0,"Contains subtly pro-LGBTQ+ messaging. A major character is revealed to be a homosexual who previously had a same-sex romantic partner. Light social commentary."
272270,"Torment: Tides of Numenera","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/272270/header_292x136.jpg?t=1690306216",0,"Contains subtly pro-LGBTQ+ messaging. One of the playable characters is revealed to have previously had a same-sex lover."
335820,"Dream Of Mirror Online","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/335820/header_292x136.jpg?t=1531941893",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual marriage options."
572700,"Nancy Drew®: Sea of Darkness","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/572700/header_292x136.jpg?t=1688506237",0,"Contains subtly pro-LGBTQ+ messaging. A major character is revealed to be a homosexual who previously had a same-sex romantic partner. This person's phone shows evidence of this past relationship."
612110,"Sweet fantasy","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/612110/header_292x136.jpg?t=1693039317",-1,"Contains overtly pro-LGBTQ+ messaging. Features lesbian characters and romance."
584940,"Amber's Magic Shop","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/584940/header_292x136.jpg?t=1684509048",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance option. Polyamorous romance options."
570840,"家有大貓 Nekojishi","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/570840/header_292x136.jpg?t=1667486079",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple gay characters, including the player character. Features homosexual romance."
380810,"Herald: An Interactive Period Drama - Book I & II","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/380810/header_292x136.jpg?t=1667839543",-1,"Contains subtly pro-LGBTQ+, overtly pro-DEI, overtly anti-colonialism, and subtly anti-white messaging. Features a story about racism and colonialism during the 19th century. An npc is a cross-dresser"
480490,"Prey","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/480490/header_292x136.jpg?t=1726161299",0,"Contains subtly pro-LGBTQ+ messaging. Multiple LGBTQ+ npcs. No matter whether the player chooses to be male or female, he/she had a past romantic relationship with a female npc."
343860,"Tacoma","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/343860/header_292x136.jpg?t=1683128309",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple LGBTQ+ npcs. Evidence of these characters' sexualities is present throughout the game in a variety of objects and dialogue."
1388880,"Doki Doki Literature Club Plus!","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1388880/header_292x136.jpg?t=1634143775",0,"Contains subtly pro-LGBTQ+ messaging. A major character expresses romantic attraction to the player despite not knowing whether you are male or female, saying it doesn't matter either way."
698780,"Doki Doki Literature Club!","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/698780/header_292x136.jpg?t=1681943582",0,"Contains subtly pro-LGBTQ+ messaging. A major character expresses romantic attraction to the player despite not knowing whether you are male or female, saying it doesn't matter either way."
377690,"Starlight Vega","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/377690/header_292x136.jpg?t=1683848383",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is a lesbian. Features lesbian characters and romance."
356040,"Sheltered","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/356040/header_292x136.jpg?t=1655724291",0,"Contains subtly pro-LGBTQ+ messaging. Same-sex parents option."
380660,"Killing Time at Lightspeed: Enhanced Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/380660/header_292x136.jpg?t=1477605768",-1,"Contains overtly pro-LGBTQ+, overtly pro-Transhumanism, overtly pro-DEI, and overtly pro-climate action messaging. Multiple npcs use they/them pronouns. Heavy social commentary."
354290,"LoveBeat","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/354290/header_292x136.jpg?t=1726117446",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance/marriage options. The Couples Dance can involve same-sex partners."
437160,"The Lion's Song: Episode 1 - Silence","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/437160/header_292x136.jpg?t=1725041691",-1,"Contains overtly pro-DEI and overtly pro-LGBTQ+ messaging. Episode 3 features a story about a woman who cross-dresses and pretends to be a man. There is an achievement titled Non-binary."
555650,"Love, Guitars, and the Nashville Skyline","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/555650/header_292x136.jpg?t=1580429195",-1,"Contains overtly pro-LGBTQ+ messaging. Features a story about lesbian characters and romance. The player character is a lesbian. Heavy social commentary."
364000,"Culina: Hands in the Kitchen","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/364000/header_292x136.jpg?t=1572301022",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance option."
386990,"Asphyxia","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/386990/header_292x136.jpg?t=1725344439",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is a lesbian. Features lesbian characters and romance."
319470,"Ninja Pizza Girl","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/319470/header_292x136.jpg?t=1705630097",-1,"Contains overtly pro-LGBTQ+ messaging. One of the customers is a post-transition trans person who talks about being trans. The player character affirms this npc's post-transition identity."
383460,"Sound of Drop - fall into poison -","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/383460/header_292x136.jpg?t=1610484894",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is a lesbian. Features lesbian characters and romance."
401550,"Legena: Union Tides","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/401550/header_292x136.jpg?t=1544541178",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple LGBTQ+ characters. The playable character Atesan Turwin is gay. Heavy social commentary."
21090,"F.E.A.R.","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/21090/header_292x136.jpg?t=1681232225",1,"Contains no Woke content."
1371980,"No Rest for the Wicked","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1371980/header_292x136.jpg?t=1723482971",-1,"Contains overtly pro-LGBTQ+ and overtly pro-DEI messaging. Uses body type in place of biological sex during character creation. Multiple female authority figures/combatants. Unexplained diversity."
1971870,"Mortal Kombat 1","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1971870/header_292x136.jpg?t=1723824406",-1,"Contains overtly pro-DEI messaging. Multiple male characters have been retconned and emasculated. Nearly all people of authority are female. Gender-swapped character offered as dlc."
848330,"Pride Run","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/848330/header_292x136.jpg?t=1598953863",-1,"Contains overtly pro-LGBTQ+ messaging. Features pro-pride marches. The game's description says it was inspired by real-world pro-pride marches."
304530,"Agents of Mayhem","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/304530/header_292x136.jpg?t=1620292667",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple LGBTQ+ playable characters. According to the developers, Hollywood is pansexual and Braddock is a lesbian."
428540,"Fragments of Him","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/428540/header_292x136.jpg?t=1667044547",-1,"Contains overtly pro-LGBTQ+ messaging. Features a homosexual romance story. The player character is bisexual."
383870,"Firewatch","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/383870/header_292x136.jpg?t=1688484486",0,"Contains subtly pro-LGBTQ+ messaging. Various notes can be found by the player that describe a character who feels romantically attracted to another same-sex character."
536220,"The Walking Dead: A New Frontier","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/536220/header_292x136.jpg?t=1612901724",0,"Contains subtly pro-LGBTQ+ messaging. Optional homosexual romance. The player character can flirt with another male character at one point in the story."
429570,"The Walking Dead: Michonne - A Telltale Miniseries","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/429570/header_292x136.jpg?t=1612901697",0,"Contains subtly pro-LGBTQ+ messaging. Multiple minor LGBTQ+ npcs."
459820,"Crush Crush","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/459820/header_292x136.jpg?t=1724974956",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options. Optional polyamory. One of the girls mentions she was previously in a relationship with another woman."
